,diagonal,height_left,height_right,margin_low,margin_up,length,is_genuine
1476,171.3051511502637,104.0613885544084,104.03911527980397,5.626338170987164,3.2479282590805116,112.48,0
1477,171.96171018634166,104.3858450501689,103.82753515050672,4.86498995699808,3.405865136172747,111.21832998566603,0
1478,172.33994322243348,103.98657203738911,104.32668559252217,5.611085876637097,3.4267423700887076,112.17234208597378,0
1479,172.14156702256076,104.33766383001057,103.75259255246566,5.645071277544913,3.543504254984148,112.36116808499472,0
1480,171.7075777990753,104.14303111963012,104.2724222009247,5.669397818243074,3.2245466794451816,111.59515559815061,0
1481,172.31471568397558,104.34969898236042,103.80127087701894,4.936856210682947,3.455016701615158,111.32531771925474,0
1482,171.34891134539959,104.2744401258847,104.37556764752286,5.086671848938369,3.6911119748230616,112.0521928560159,0
1483,172.46882001668655,104.29566374061382,104.1640412635578,5.74713871975565,3.1350737489570912,111.63882001668654,0
1484,172.0804541457907,104.3777292710465,104.22102182802907,5.508296953284887,3.4088646355232584,111.42011353644767,0
1485,172.2334616266616,103.87002859456187,104.29656696790029,5.577820542220529,3.451552670619354,112.16280624493959,0
1486,171.52662180345908,104.39536114832272,103.84831090172953,4.639436967243181,3.388873934486363,111.94731942583864,0
1487,171.72574185004785,104.0690108666029,103.93712907497608,5.394258149952169,3.485247283349277,111.34118817916269,0
1488,171.53117526246777,104.02412368766115,104.03942263779005,5.746494750644579,3.2047215879189763,111.92412368766115,0
1489,172.0043973392751,104.24455527885188,104.12717373353446,5.8314131332327666,3.162460515105803,111.21418952749214,0
1490,171.86190673188983,104.30539551207346,104.25952538551185,4.337935063280803,3.201906731889814,111.43666942464573,0
1491,171.9983283728864,104.18500212590583,104.12916418644319,4.292498937047085,3.4408358135568013,112.25499787409417,0
1492,172.03,104.52302619612203,103.96151309806102,4.302269647091527,3.4716779606643993,112.15697380387796,0
1493,171.9600103536381,104.02125647102382,104.24250258840952,4.859968939085689,3.426251294204763,111.80750776522858,0
1494,171.65428560431408,103.96857105466792,104.61142894533208,5.5871438028988,3.4171425712166417,112.42999923019865,0
1495,172.32080193897326,104.31795172102063,104.32576810461727,4.3237874943498875,3.3483961220534755,112.01948793025515,0
1496,172.31764041614807,104.30410104037014,103.75962912359974,4.942359583851945,3.5057753341631126,111.33,0
1497,172.3958843936895,104.33669002854965,104.10478106987271,5.879334536437777,3.139632225394406,111.5658843936895,0
1498,171.42841991829033,104.46036463424069,103.94927073151861,5.126961381327546,3.0514585369627776,111.20376788715384,0
1499,172.35186728321108,104.01036122454644,104.31849394133538,5.617289094403688,3.4033133290621596,112.13210848213046,0
1500,171.20208477534615,104.1787052026415,104.0017996167294,4.811799616729391,3.1882003832706096,111.7446743700632,0
1501,172.05673429341095,104.26584860478076,104.07959423953434,5.1645571556849035,3.4425828981916915,112.26197425749321,0
1502,171.57443217745382,104.12,104.33,5.734750589638069,3.14277011090863,111.5177839112731,0
1503,172.15859295922385,104.02985929592239,104.44070352038807,5.329155775534316,3.329859295922386,111.2109849285433,0
1504,172.0281176221209,103.90664169082619,104.09704813741058,5.911144412231752,3.1966416908261857,111.44819254964233,0
1505,171.84907602871587,104.11323125706407,104.21538542844013,5.777074971743683,3.376768742935921,111.39753959981618,0
1506,171.52539538034287,104.41337672108189,103.86135806182092,4.638158152137145,3.390613949287618,111.93693025356191,0
1507,171.50630434493277,104.1543070646749,104.01676630181618,5.297078805975313,3.111385870650209,111.94122281921534,0
1508,171.5774120272373,104.20105567315247,104.32447216342378,5.0940579046694685,3.5947616867711107,111.03929621789835,0
1509,171.93434010488124,104.45393717224616,104.25738261799138,4.737829947559384,3.373467644211692,112.24957486889846,0
1510,172.3463642509325,104.2563642509325,103.86181884028484,5.710910144455735,3.310000482875545,112.36909082129536,0
1511,172.1446930303899,103.95765348480505,104.18688952002101,5.95504770236049,3.1525511616016813,111.01551161601681,0
1512,171.48607857798078,104.2605488495423,104.3384314311923,4.857764864219237,3.436745144953848,111.13270600550385,0
1513,171.8597683979018,104.1897683979018,103.990872618846,4.900115801049099,3.4008726188459915,111.25901158010491,0
1514,172.03318304294876,103.76136339141024,104.03636249324781,5.071817855213658,3.419091072393171,111.86500089816245,0
1515,172.0341399388101,104.11752294483263,104.13595184052039,4.848428895687767,3.271571104312233,110.99685779137553,0
1516,171.9970246890446,104.36,104.15256172261148,4.949917703184688,3.254958851592344,111.82049588515923,0
1517,172.29024748110038,103.99207098377201,104.09768153512763,5.298655156738544,3.460123740550183,111.71877889728871,0
1518,172.16253835202642,104.17379194539,103.581895972695,5.056452540222857,3.4841898391085717,111.30721716236071,0
1519,171.77983845336243,104.3912344754284,104.4065907181539,5.340550938813432,3.5616238676042764,110.42681856369222,0
1520,171.574380989277,104.43773811829811,103.83890475268075,4.7454048495328305,3.398321435489434,111.97883336561736,0
1521,171.58881211597236,104.0950496927779,104.11247515361106,5.45247515361105,3.2269309043751386,111.51633696236132,0
1522,171.610445239259,104.31882872883979,103.930445239259,4.559554760740998,3.3095547607409976,112.06871238281441,0
1523,172.3506005668408,104.42360340104469,103.90067044560521,5.955796032114529,3.4293994331592184,111.44353352228026,0
1524,171.7817505890812,104.15505810013316,104.40758715019973,4.604163438881491,3.1291828055925435,110.92750968335552,0
1525,171.60176569835022,104.5453359217821,103.8331093854786,5.477456955280155,3.3417656983501955,110.9808828491751,0
1526,171.87692737691992,103.83871974038331,104.1766713249966,5.022560519233383,3.0543528826967514,112.07025605192334,0
1527,172.47041367766562,104.15875896700317,103.84806950422714,3.9876558265615327,3.3242746692113228,111.2429674796846,0
1528,171.7460367657196,104.0881102971588,104.11320221145783,5.10829412575684,3.5290551485794075,111.80225736003725,0
1529,171.88030747237525,104.17155083723011,103.9711363822785,5.939385055249471,2.9975267456440884,111.73102939970215,0
1530,171.8859519622085,104.30809447674274,104.01285668604564,4.894285029068461,3.132858284885898,110.6688102470944,0
1531,171.93765540236484,104.48351689645276,104.47068975098536,5.2969656513794865,3.3808969541384593,111.69972465532088,0
1532,171.82793118207877,104.51684731172554,104.05315268827447,6.1122666634917024,3.35118279313847,111.9442365586277,0
1533,172.05487850818037,104.37162616939345,104.15300935514759,5.401140202114836,3.292766371508285,111.18553274301657,0
1534,171.65020199029433,104.10712582524049,104.12149669903803,4.523764902914569,3.401781456310123,111.80951325243358,0
1535,171.6696895719815,104.27918356587233,104.7546761172877,4.861437290164646,3.385155214009244,112.41242239299538,0
1536,172.08347398872795,104.24702801213913,103.82949799913291,5.104518007803726,3.3674899956645965,111.68949799913291,0
1537,171.6370863410066,103.97771585251651,104.1664568294967,4.935827317986794,3.155143901677672,111.48725719508388,0
1538,171.91907321567487,103.95958526473156,103.63201227939037,4.504121872568989,3.4509267843251368,112.03546339216257,0
1539,172.2814459749193,104.39764187326615,103.90364860725812,4.873993266008032,3.516006733991968,111.27562840528222,0
1540,172.3420181454994,104.37210887299628,103.8434543033292,6.0158729815043435,3.43798185450062,111.44067271516646,0
1541,172.02124894453004,104.338660638895,104.46928511116003,4.855891500110073,3.2840180833149875,112.14598191668502,0
1542,172.50507783886496,104.48678280051593,104.18220904092867,5.164974053711681,3.3890956265978764,110.7217568542276,0
1543,171.49841798153017,103.90237302770475,103.98158201846984,4.819736330255028,3.4023730277047526,112.0612988984159,0
1544,172.03023413870048,103.99141097035658,103.80152803970684,5.29682071308244,3.1985890296434145,110.92270487136294,0
1545,171.66705020022965,104.35788933384363,104.35158299961728,5.63863319984691,3.310095267610722,112.26968853292509,0
1546,171.99860037422465,104.1707634322411,104.4410179096548,4.718473135517793,3.396819032328736,111.16707350974244,0
1547,172.17239577722412,103.88601667564414,104.58682490573652,4.847075040398635,3.5454041150461886,111.11752084455517,0
1548,172.17017163531972,104.01435215707886,104.29623477138591,4.183471764381692,3.154523792398582,112.5174086283155,0
1549,171.9342801770968,104.02,103.96713362849465,5.364764365734759,3.5295158113620326,112.03332471992834,0
1550,172.09240684817485,104.4366905837596,104.24,4.900902568065562,3.139025680655619,111.93391112828411,0
1551,171.8547364323059,103.67104648458893,103.8089483246195,4.570002595395785,3.21,112.50315762153728,0
1552,172.10071754610487,103.93101726838755,104.24556768496355,4.071498611413341,3.428083564764443,111.91646685181155,0
1553,172.0149909055672,104.2943829576287,104.0006261368041,5.196243179175396,3.2984437524225534,111.88155624757745,0
1554,171.4612602905143,103.90007599595845,104.26296390046754,4.97,3.3939265353038963,111.07955668056104,0
1555,172.0589889392104,104.22288362654406,104.33179778784208,5.994531858561386,3.1282769900702987,111.5407119491401,0
1556,171.99281877483256,104.03353011919621,104.04928865563633,5.332671185435379,3.603234940401889,112.11830873510047,0
1557,171.8418833425753,104.53623331484938,104.00806393663906,6.177533370301212,3.4070028039633593,111.9464722376255,0
1558,171.8856771311869,104.0781290100913,104.16,5.883806141278211,3.3894191110043086,111.3106450504565,0
1559,171.63000846980142,104.05003387920566,104.2499350648558,4.610028232671387,3.1000338792056645,110.91,0
1560,172.05117710702413,104.59983184185369,104.31966368370739,5.120201789775566,3.3505381060681754,111.78053810606818,0
1561,171.86666295116808,103.84994426752118,103.78111978060781,4.494467975935501,3.21,112.51110863411205,0
1562,172.06155062924097,104.16455697964332,104.10313289450848,5.849208867366246,3.1753797483036106,111.12075949660722,0
1563,171.70215153942587,104.1844187416094,104.29877965183998,5.633256224828218,3.24159919672469,110.53828514051764,0
1564,172.01202820874582,104.16849647390677,104.46104936530516,4.730524682652581,3.4481128349832284,111.15045416078807,0
1565,172.13784474677337,104.33247348101743,104.29936354441837,4.91763259491284,3.3928977847385204,112.08226132915689,0
1566,171.38,104.08054897217791,104.20901088270621,5.598570737590312,3.4160435308248074,112.65582587670077,0
1567,171.94420753566666,104.53866898715152,103.74808231812122,5.270958840939396,3.376790723969694,112.36866898715152,0
1568,171.95081020545175,104.38781132536602,103.81908102054517,5.194135407546716,3.3172430616355233,111.66713428763245,0
1569,172.47753014621964,103.98938253655491,104.03057983407629,4.222123492689017,3.3336295219329473,111.45725904386589,0
1570,171.5179900072295,104.18457285611008,103.80713571944965,4.42570357917448,3.3971357194496536,111.63200999277048,0
1571,171.69509523954204,104.42686802737623,104.25298095209159,5.260453061596527,3.360453061596527,111.62030204106435,0
1572,172.50689462492363,104.32909358797711,104.01543847213736,5.918736916717578,3.334918199122158,111.55744436568699,0
1573,172.34851023691803,104.13028556104919,104.5595406795082,4.917765355377044,3.3073060348852543,112.01507139026229,0
1574,172.00567787960998,104.47589806290794,104.302271151844,5.252966361170055,3.3677288481560077,111.84205096854602,0
1575,171.91730451542708,103.76147195867784,103.82715731955928,5.2242134022036,3.530294391735568,110.52539096914587,0
1576,172.2472338470994,104.27040615401808,104.00553230580117,5.162359998882507,3.5316246160723033,110.59284307812652,0
1577,171.70584775876034,104.05415224123965,104.19040139092563,5.311785471338851,2.9718754251570103,112.23267820700828,0
1578,171.78641144507785,104.33919345995551,104.03560490503335,6.031209810066719,3.0779836498888007,111.73278201487769,0
1579,171.92669633502865,104.18817452002548,103.79226178003823,5.0645235600764495,3.4403472949777023,111.66930541004459,0
1580,172.01655720516322,104.46655720516324,104.26726695742843,5.588305094203918,3.0010381367754895,112.07830509420391,0
1581,171.8363437217079,104.20951558256182,103.95634372170788,4.813906202846461,3.4541561274007995,110.65950015089132,0
1582,172.3174007838405,104.27546300874434,104.68916340066458,4.871101175760749,3.390264576425335,112.05136575218609,0
1583,171.97631345795912,104.40314934585008,103.96420897197274,4.4196517133787605,3.188417943945488,112.10982585668938,0
1584,172.25804091370705,103.9613401522845,103.93474167512957,4.660618934008455,3.226598477154936,111.07474167512957,0
1585,171.85805914936773,103.60201478734193,103.82,4.590501716816598,3.210287826763133,112.48992606329033,0
1586,172.30938352931918,103.97448627443264,103.91734588232978,4.8363184311950675,3.3393835293191656,111.43183215676244,0
1587,171.86796904486465,104.11481238205414,104.51620309551353,4.913421668594743,3.387704039080426,111.68582785962181,0
1588,172.1198984626132,104.33112239304297,104.55102085565619,4.874081595361985,3.318469630147101,112.12336717912893,0
1589,172.31101824285295,104.03490749130562,104.28592573415857,5.583796092543485,3.3957407167698217,112.05759218508697,0
1590,171.26681857377932,104.01045399670892,103.94909200658215,5.537269121230086,3.159547727920163,112.47454514097653,0
1591,171.3846542930137,104.51854553343321,104.21738196017978,4.58247259316354,3.4086909800898906,111.83694562020975,0
1592,171.73545887088352,104.14402350235225,104.25310576058519,5.251552880292594,3.546494124411934,111.89649412441194,0
1593,172.0715123469718,103.99460493878873,104.41640329252581,5.44208436050238,3.3182016462629074,111.19230246939436,0
1594,172.27922440451,104.33568976180399,103.83,5.768664939392885,3.44,111.39745708315698,0
1595,171.80374347972617,104.13625250779764,104.19250501559526,5.637498996880949,3.2693727429821355,110.7049899688095,0
1596,172.0294574563943,104.290669217762,103.85658221722913,5.216708891385438,3.4775406302841874,112.120669217762,0
1597,171.7722383200535,104.39034890659534,104.07472678928697,4.505023061533048,3.606517445329767,110.36920342939396,0
1598,172.04346115619242,104.14111915913278,104.2,5.211398948915981,3.1959792642411866,111.8397202102168,0
1599,172.04322101216601,104.01245204808883,104.23216346987259,5.052740626305069,3.2840383615289372,112.21596163847106,0
1600,172.18862229918216,104.08361970605534,104.32689887659647,4.0143059633374225,3.442242005237511,112.08482454598924,0
1601,171.87267479798632,104.04063820704785,103.79959485693392,4.82976693601823,3.556686994965819,111.4970921380319,0
1602,171.9897200159243,104.26688181456267,104.23991452446344,6.1683436530117515,3.570365459612272,111.24311818543734,0
1603,172.21555273139768,104.50504793763423,104.47867736924667,4.915961649892611,3.348581493978201,112.14170613182722,0
1604,171.85029514366502,104.19088044747922,104.0832366132836,5.858824408855742,3.4867633867163867,111.18353175694864,0
1605,172.350456391271,103.9953175250323,104.38944453504521,5.230734123748386,3.0773412374838505,110.7246824749677,0
1606,172.10397511810032,104.3350788370692,104.36189208966091,4.904605814653976,3.3538174439619306,112.10570953362284,0
1607,171.67489087260668,104.29714354095773,104.43192289281907,5.474449576329386,3.4964839898938127,110.37615421436186,0
1608,171.7714419882533,104.1956012239348,104.74377407268715,4.741514799558626,3.3342790058733565,112.43786049706333,0
1609,171.8160065150571,103.91257947757015,103.66940097725856,4.7919967424714525,3.3560065150570955,112.43219641671861,0
1610,171.52852361879857,104.21881889503886,103.9007381906007,5.394187990339216,3.1991141712791444,111.81911417127914,0
1611,172.04917528985175,104.29643758051438,104.293699871177,4.782325354263252,3.44342496779425,112.1405498067655,0
1612,171.75002025629502,104.24830970098915,104.078004051259,6.145641683902811,3.3729939231114945,111.98698582059349,0
1613,171.78480291237557,104.08200728093891,104.13598543812218,5.743583981934399,3.2975985438122177,111.22677378861992,0
1614,171.89241366718915,104.01924136671892,103.92593129890281,5.389862232654126,3.4708964006269603,111.97772410015675,0
1615,171.54937924449428,104.26035766396056,104.2980431610675,5.109689622247148,3.6439136778650183,110.98515518887643,0
1616,171.86896320872705,104.0464022919479,104.44024366711663,4.660731001349865,3.6323172496625338,111.63,0
1617,172.3529101650112,104.39569556903804,104.1465814074273,4.59417654210291,3.31,111.26696194612975,0
1618,171.9991759241026,104.22555308690598,104.16223456547011,5.102516663384659,3.7119524675555766,110.4886117282735,0
1619,171.77232127296773,104.10950377807164,104.14464254593543,5.038452484688193,3.548730020415743,111.68458369640868,0
1620,171.67,104.12727520337597,103.99818800843991,5.632711178056222,3.2018256101278975,111.56455040675193,0
1621,172.04419670983268,104.1422201109983,103.9927166358338,4.567779889001705,3.2903700184997158,111.10604680233125,0
1622,171.91316498657557,104.21309634770282,104.0896788409906,4.301674433919738,3.446261334278383,112.2248394204953,0
1623,172.00947923280526,104.3457811507921,104.24057347884468,5.058490410065718,3.231041534389485,111.90057347884468,0
1624,172.16300363674722,104.32,103.84989307137748,5.653110565369744,3.5001871250894157,112.36667557738521,0
1625,171.4130799678004,104.10240158325621,104.13070562189571,5.541384006439919,3.532768012879837,111.52381282704766,0
1626,171.52346508642634,104.03961445094043,103.974226474326,5.485383121504693,3.5096144509404334,111.64884820793105,0
1627,171.88899109557863,103.85062584022928,104.18081737232534,5.0257216062773065,3.0544955477893123,112.06100890442137,0
1628,171.3453402594608,104.21351480504578,104.05621298738556,5.688582856937938,3.193378701261443,111.98283428612412,0
1629,172.20263964236457,103.99850397119671,103.81650926612566,4.187360357635432,3.2917885508547937,112.42706783558393,0
1630,171.99177010484277,104.18354020968555,104.22655157264151,5.24583916125786,3.2441608387421397,111.8512412581132,0
1631,171.79153132938842,104.07088702533757,104.16,5.782418354725987,3.309757278713276,111.27443512668785,0
1632,172.54587282577987,104.11793641288993,104.22377804390817,5.081904619334909,3.42587282577988,112.1570791844909,0
1633,171.70852991087705,104.13235327391803,104.15539221231967,4.368233630409818,3.1789192948934177,111.83,0
1634,172.3360365472942,104.51904994223914,104.21793666281594,5.2006333718405795,3.4893666281594204,111.97507673212898,0
1635,171.49656635553538,104.4835730138952,104.15443142501135,4.641925876378173,3.377215712505673,111.7635033291799,0
1636,171.88965827291452,104.27428237312049,103.89558093604533,4.890136690834194,3.39,111.24013669083419,0
1637,171.77761579314517,104.2566552760081,104.28523158629035,5.680960517137064,3.153344723991889,111.76284737943553,0
1638,172.42724815021114,104.05921375720318,104.03140052055392,4.923316936227013,3.339041792163453,111.58921375720318,0
1639,171.62601768803273,104.25011792021819,104.00404127207636,5.473923351858176,3.4720648561200056,111.35200589601091,0
1640,172.35534804673892,104.01279003894909,103.92883701168472,4.924417089582909,3.385348046738909,111.48162705063382,0
1641,171.81245277095846,104.16100650648562,103.94389903543131,4.778175903194887,3.3326416871246014,110.81962216766773,0
1642,172.11666219900906,104.39769899262505,104.23896320638399,5.491036793616017,3.3910367936160166,111.40103679361602,0
1643,172.13165103978727,104.28180065212231,104.1704362002659,4.050218100132954,3.427408071883001,111.22806237228185,0
1644,171.48221559197097,104.27022752642323,103.89549701638694,5.773892204014514,3.208167661204354,111.78473051003628,0
1645,171.75368185907385,104.1024742585188,104.36306329444416,5.603387341111167,3.304756964999745,110.54661265888883,0
1646,171.46224805119172,104.29317824316068,104.01449610238345,5.267441884818624,3.0351938336269018,111.69550389761656,0
1647,172.04237817832686,104.21454751949975,104.06,5.212795852634778,3.4977610464424513,112.21727375974987,0
1648,171.72339310825794,104.48309579612872,104.25767815290345,5.601071261161382,3.5417272228381402,112.16952336309701,0
1649,171.64558938496725,104.01697157443297,104.03278458796623,6.12510170976562,3.103028425567038,110.80117876993448,0
1650,172.06665751074877,104.00963776822331,104.22072446355338,5.754066952804603,3.2303896995303627,111.0603622317767,0
1651,172.16763109251752,104.4279406328137,104.08433356414652,4.708142758222922,3.5317498268901146,110.57690459703821,0
1652,172.1223650954306,104.30800802486833,104.02290471370819,5.659460381722424,3.414523568540911,111.85892076344486,0
1653,171.80329581907952,104.38679777243873,104.12853927349676,4.790580500352675,3.3679587731440703,111.60048690883441,0
1654,171.6778815960653,104.1378815960653,103.94,4.4626364563239385,3.061628124451983,111.29925069432267,0
1655,171.46030348742397,103.93333459041585,103.91222180319471,4.392727615567962,3.277980521754586,111.68222180319471,0
1656,172.16156286333515,104.2003668320289,104.12889950391327,3.875406945214051,3.3833014882601535,112.43229652739298,0
1657,171.38747563055654,103.5781579749729,103.5504873888688,5.444268916696793,3.4449512611131197,111.55514621666065,0
1658,171.83439804969385,104.18299756211732,104.26286650414116,5.69579853727039,3.2869369088946017,111.4342014627296,0
1659,171.578383452985,104.05571897434693,104.1211372307837,5.28047931623128,3.374938940205496,112.6988627692163,0
1660,172.04719741389223,104.20719741389225,104.5197664511577,4.962781285998023,3.6434819325249634,111.68859870694612,0
1661,171.93825616809428,104.22614638176816,103.89578042734776,4.924036595442041,3.333853618231838,111.29275205603143,0
1662,171.83036268215457,104.44214344022679,104.23750204079379,5.287856559773204,3.3878565597732044,111.66250612238136,0
1663,171.99711185502352,104.15,104.06500834969646,4.453672784625902,3.4939398976400127,112.52208680593415,0
1664,172.14097457542434,104.22336913667725,103.65934765467091,5.056085928025397,3.369240244639153,112.05663086332275,0
1665,172.25787647481826,103.88969882014538,104.12847883452748,5.992439971235808,3.268780014382096,110.9051505899273,0
1666,171.89115297383356,104.11500162002342,104.13576810921455,5.893845406143037,3.4342318907854446,111.2769210830481,0
1667,171.73549622617548,104.0860444253206,104.08113579184476,5.91945180085489,3.294725900427445,111.91754568326209,0
1668,172.0108028479111,104.06321139164444,104.11859501615557,5.713211391644436,3.3465878963777866,111.01240854373333,0
1669,171.79864949986998,103.80610395827917,104.09187029152581,5.087792083441682,3.16524654185086,112.07677920834416,0
1670,172.1126868804198,104.17691584055972,104.36748824090955,6.016915840559723,3.174579202798618,111.6136565597901,0
1671,171.930525238304,103.99099894087117,103.90257465578313,4.997775503086196,3.5663748676088955,110.45309989408712,0
1672,171.89562854418168,103.99718572790916,104.23838334922735,5.011197621318193,3.422395242636385,111.79874291163662,0
1673,171.90189454385202,104.14875781754081,104.4189052728074,4.358610362274217,3.193136726311213,111.3821894543852,0
1674,172.00662709404284,104.48438445278676,104.17844852825122,4.566897056502433,3.4062563018578382,110.62839811338851,0
1675,172.11395511595722,104.0535820463829,103.76596911318936,5.4918653478716735,3.1492538608513305,111.01962693042567,0
1676,172.4047005486329,104.07054143806964,103.96096794681004,4.936324862841779,3.386923765576019,111.6300574646646,0
1677,171.77495326596787,103.91959497172155,104.17461054973226,5.070155780107094,3.3296572837643925,112.04510904607497,0
1678,171.44738405761748,104.153907246094,103.94130797119126,5.349561231689616,3.1504304345704908,111.7704304345705,0
1679,171.62371065418185,104.15074213083636,104.10777360749088,5.415371065418186,3.267597457927298,111.69017614956358,0
1680,171.72197383229687,104.17,103.98281570062188,4.7347895329187475,3.2695790658374944,110.8645525229823,0
1681,171.80181592112766,104.21472636845107,104.32527363154894,5.15345771042129,3.6443615263858065,111.76327528938866,0
1682,171.6479148865574,104.06633190924595,103.92115064083933,5.561366809075406,3.1590655273967485,111.88,0
1683,172.20510321211182,104.502588863742,103.57617259091613,5.168311348524754,3.621275803027956,111.1904128484473,0
1684,172.0872979275361,104.30243069927572,103.98621826449234,5.604324481884026,3.588648963768051,111.78837759057987,0
1685,172.04083152149582,104.14732259332413,104.18547670814405,5.328985636315741,3.2844623444597953,111.81547670814406,0
1686,171.57751006895978,104.2037348965603,104.52435737932036,4.932918344826632,3.5431526896394283,111.93708165517337,0
1687,171.71853891523344,103.9727400948404,104.02872098992616,5.414337735626487,3.4127400948404043,111.37433773562648,0
1688,171.9834145088847,104.15,104.0476583779206,4.47741485126656,3.509463556597366,112.5604393751229,0
1689,171.8782469823431,104.14323634028969,104.41662881219824,4.341078780096561,3.1787863723913685,111.37865152487929,0
1690,171.81846198554854,104.20672953974149,103.59144370483922,4.962498546967209,3.4448084747099643,111.52634648916141,0
1691,171.93321175084304,104.33237226791736,104.41897814333889,4.742700822512479,3.30288319624792,112.12711680375209,0
1692,171.39119607198825,104.36251873239249,104.53659003129731,5.956946525821388,3.2337148043807353,111.58694652582139,0
1693,171.53738633314714,104.1230571827837,104.31929986025709,5.890256623812073,3.129743376187926,111.54471408608157,0
1694,171.80032338172924,103.99459577283845,103.9291915456769,4.811166050366888,3.542621268148465,111.84294464987771,0
1695,171.4701703433149,104.4937430883845,103.91143647041771,5.150888578523742,3.0773158334541244,111.21928176479115,0
1696,171.83,104.11186567024052,103.93679103216462,5.6225373190379475,3.208134329759487,112.24529845841796,0
1697,172.2086828696351,104.07136046855634,104.35587525613961,3.959696632659985,3.450043338191431,112.04693235735591,0
1698,171.68,103.91733735952948,104.38919516856463,4.767739775247161,3.257059016893997,111.83613011237641,0
1699,171.80412938301495,104.31103234575373,104.49103234575374,6.002002718365808,3.4573503665594765,111.18554715944771,0
1700,171.17203506184924,103.81203506184924,103.94123272439263,4.965244411675712,3.364011687283082,112.30203506184925,0
1701,171.86936238039885,104.07769625285272,104.12818648064413,5.27705863325157,3.5785293166257848,112.00460749429455,0
1702,171.53363888944637,103.69467857214535,103.48768809519031,5.364049205743928,3.3884404759515507,111.48254444422146,0
1703,171.94458155960376,104.38317184895645,103.80594708188899,4.875638842589246,3.394052918111021,111.21911893084543,0
1704,172.4075922195664,104.19008350119513,104.41319416467479,4.545351441523029,3.6533611670650417,111.88862910739294,0
1705,172.11193566797138,103.98397855599046,104.19247176820994,5.787957111980915,3.207742671885489,111.1735496757996,0
1706,172.26297819965333,104.18427413934145,103.78091588700174,5.579694704332754,3.259769461351882,112.37969470433275,0
1707,172.07,104.22041156769667,103.61462028503577,5.130933361044384,3.354382648454987,111.27865507125894,0
1708,171.86646351361455,104.25902432425696,103.87939054084369,4.173780630776594,3.388292792905072,112.04207342368167,0
1709,171.3490516607546,104.10163068902506,104.14520818015697,5.651946802106854,3.3723130388047204,112.48,0
1710,171.3282911241261,104.2663289930088,104.17291124126099,5.711455620630496,3.239746744756596,111.9951266276217,0
1711,171.1868050253947,104.04922914422947,104.29331356780077,5.27277989842116,3.176330652612847,111.65692361859017,0
1712,172.2691811214134,104.22505631923893,103.97576255934766,6.003869115977207,3.2970624010872416,111.83,0
1713,171.79113525786028,104.0978381446507,104.10432371069861,5.708756081768468,3.2944323710698606,111.1697826792575,0
1714,172.09712260415833,104.0985935227364,104.50859352273639,5.341432253789398,3.461470918578077,111.2042838731053,0
1715,171.56559958187322,103.71159540060526,103.83959330997129,4.799603763141149,3.5460010453169857,111.37159540060526,0
1716,172.22535577734888,104.31,104.47376226137858,4.659931837370096,3.4176949293319194,111.95227098935312,0
1717,171.96611312456724,104.52438868754328,104.27302006216823,4.781797437254779,3.34,112.2500730002308,0
1718,171.96676320763595,104.04386697855723,103.73647358472809,5.263287732741485,3.2561839618202124,110.9379726396449,0
1719,171.474473813683,103.93828927947548,104.00552618631698,4.815745635613836,3.4382892794754776,111.92960597525658,0
1720,171.94939116970525,104.01969558485263,104.37182649088426,4.724315065918399,3.4249238962131554,111.82492389621315,0
1721,171.60787951337926,104.17848673478603,104.02151326521395,5.490303610703397,3.3918216642203807,111.3839373625381,0
1722,172.04081305402087,104.37114836824739,104.14459347298957,5.4041157331952325,3.292967364947841,111.12162610804172,0
1723,172.03504419618025,104.43663720254649,104.26495580381975,5.273893799575584,3.3855751983023348,111.95123878896517,0
1724,171.96597674979162,104.36524808256928,103.95731783319441,4.431136944675974,3.1746356663888307,112.11556847233798,0
1725,171.3704352620703,104.21418761778577,104.13393620435649,4.6463152090727995,3.6414409157874426,113.07180861306945,0
1726,171.88234901722194,104.04221471125064,103.56315440729114,4.568389219861611,3.4876509827780637,112.05382549138903,0
1727,171.86490357351775,104.20301758370323,104.3392456040742,4.71,3.474057005092741,112.16556579694436,0
1728,172.0697768297655,104.51402231702345,104.35249556948686,4.840540203533769,3.34,112.19478569079175,0
1729,171.89481764631776,103.9720729414729,104.34756235116262,5.585854117054206,3.597044115794393,112.04481764631775,0
1730,172.09267914436123,104.05267914436122,104.21673208556388,5.00663395721806,3.4030716577444866,111.04722272729296,0
1731,172.00580535815098,104.55564315661013,103.97714950492038,4.331772917842816,3.274785614463287,112.06924682584489,0
1732,171.38936625029527,103.52711124202766,103.51267499409455,5.500987508858169,3.4487325005905447,111.54380249822837,0
1733,172.25648608133648,103.93759045577359,103.95461829310062,5.7064254512704355,3.262409544226413,112.61441749774842,0
1734,172.30776461550252,104.27941153875632,103.73296446185682,4.952235384497472,3.521576615195956,111.33,0
1735,171.91661757758035,104.24711129987308,104.58654394395087,4.57908618904401,3.267877843570126,110.95901255541453,0
1736,171.34801047202401,104.27490718690473,104.2454117053563,5.095278439285826,3.649257495237798,112.04161827559489,0
1737,171.7345202177779,104.58821967333313,103.77133524500015,5.273630054444479,3.247260108888957,111.37452021777791,0
1738,171.51684101478014,103.97005696497243,103.87485240777464,5.410056964972421,3.483215950192278,111.65321595019228,0
